sample_id,sanskrit_sloka,sanskrit_prose,english_sloka,english_prose,bleu_score
1338,निश्चित्य मनसा कृत्यं सा सम्यगिति भामिनीमन्थरायै शनैस्सर्वमाचचक्षे विचक्षणा,विचक्षणा सा भामिनी इति सम्यक् मनसा कृत्यम् निश्चित्य सर्वम् शनै: मन्थरायै आचचक्षे,"When the people of Manasseh saw what she was doing, they stirred up a riot.","When the crowd had gathered together, they decided to do what they thought was right.",7.439820585622744
1339,स त्वं हीनस्सुहृद्भिश्च हितकामैश्च बन्धुभिःतृणादपि भृशोद्विग्नस्स्पन्दमानाद्भविष्यसि,सुहृद्भिश्च हितकामैः बन्धुभिश्च हीनः सः त्वम् स्पन्दमानात् तृणादपि भृशोद्विग्नः भविष्यसि,"He will not be like you, but like you will be like those who have no respect for others and who have no respect for your friends. He will not be like you, but like you will be like those who have no respect for your neighbor.","You will be filled with thirst and thirst because he will strike you, and you will be filled with grief.",4.2732974578225456
1340,एवं ब्रुवाणं तं धीरं रामं सौमित्रिरब्रवीत् गच्छावस्त्वरितं तत्र ममापि त्वरते मनः,एवम् ब्रुवाणम् धीरम् तं रामम् सौमित्रिः अब्रवीत् मम मनः आपि त्वरते त्वरितम् तत्र गच्छावः,"So he urged him to go with his friend, and I was quick to get there.","His friends urged him to do so, and I urged him to hurry.",14.44788670919441
1341,मत्प्रियेष्वभिरक्ताश्च न मृत्युंगणयन्तिये त्वत्प्रसादात्समेयुस्तेवरमेतमहंवृणे,मत्प्रियेषु अभिरक्ताः ये मृत्युम् न गणयन्ति ते त्वत्प्रासादात् समेयुः अहम् एतम् वरम् वृणे,"For I am glad that you have given me life, and that you have loved me, and that you have kept me from death.",Let those who have no interest in my life expect your sacrifice. I give you this gift.,2.075273865705644
1342,अशोकवनिकामध्ये राजन्भीमवपुः कपिःसीतया कृतसंवादस्तिष्ठत्यमितविक्रमः,राजन् सीतया कृतसंवादः भीमवपुः अमितविक्रमः कपिः अशोकवनिकामध्ये तिष्ठति,It is reported that there was a conversation between a king and a princess in Ashoka Prison.,"The king's speech is simple: Bhimappu, Amitvikram, Kapi is in the prison of Ashoka.",3.0372940354383413
1343,ताभिः परिवृतो राजा सुरूपाभिर्महायशाःतन्मृगद्विजसङ्घुष्टं प्रविष्टः प्रमदावनम्,महायशाः राजा सुरूपाभिः ताभिः परिवृतः मृगद्विजसङ्घुष्टम् तत् प्रमदावनम् प्रविष्टः,They turned their backs and went into the palace of glory.,"And they entered into the tent of meeting, together with the king and his household.",5.6144841488873585
1344,किं नु सीताऽथ वैदेही मैथिली जनकात्मजा उपतिष्ठेत विवशा रावणं दुष्टचारिणम्,अथ वैदेही मैथिली जनकत्माजा सीता विवशा दुष्टचारिणम् रावणम् किं नु उपतिष्ठेत,"Don't be afraid of the evildoer, for he is the father of the wicked.","Why did Ravan not live with his wife, Sita, who was a prostitute?",2.445593937240363
1345,अलमस्मात्परित्रातुं राघवाद्राक्षसीगणम्अभियाचाम वैदेहीमेतद्धि मम रोचते,अस्मात् राघवात् राक्षसीगणम् परित्रातुम् अलम् वैदेहीम् अभियाचाम एतत् मम रोचते हि,It pleases me to see the fear of those who are angry with our enemies.,It pleases me that I am trying to rescue the evil spirits from our wrath.,11.251329738544609
1346,एवं कथयमानस्य तस्य सौमित्रिणा सहरामस्यास्तं गतस्सूर्यस्सन्ध्याकालोऽभ्यवर्ततः,तस्य रामस्य सौमित्रिणा सह एवम् कथयमानस्य सूर्यः अस्तं गतः सन्ध्याकालः अभ्यवर्तत,"When the sun came up, he and his companions went out to his hometown.","The sun had set, and it was almost evening, as he was speaking with his friends.",3.1731598193072434
1347,दीपानां च प्रकाशेन तेजसा रावणस्य चअर्चिर्भिर्भूषणानां च प्रदीप्तेत्यभ्यमन्यत,दीपानाम् प्रकाशेन रावणस्य तेजसा च भूषणानाम् अर्चिर्भिः च प्रदीप्ता इति अमन्यत,"and the lampstands and the lampstands, and the lampstands and the lampstands, and the lampstands and the lampstands, and the lampstands, and the lampstands, and the lampstands, and the lampstands, and the lampstands, and the lampstands, and the lampstands, and the lampstands, and the lampstands, and the lampstands, and the lampstands, and the lampstands, and the lampstands, and the lampstands, and the lampstands, and the lampstands, and the lampstands, and the lampstands, and the lampstands, and the lampstands.","When the lamps were lighted, the lamp was shining bright and bright, and the lamp was shining bright and bright.",1.7408644886674776
1348,स तस्यशीर्षाण्यसिनाशितेनकिरीटजुष्टानिसकुण्डलानि क्रुद्धःप्रचिच्छेदसुतोऽनिलस्यत्वष्टुस्सुतस्येवशिरांसिशक्रः,क्रुद्धः सः अनिलस्यसुतः तस्य कीरीटजुष्टानि सकुण्डलानि शीर्षाणि शक्रः त्वष्टुः सुतस्य शिरांसिइव शितेन असिना प्रचिच्छेद,His throne and his seat were crowned with the crown of thorns and with the crown of thorns.,"In his wrath, he was stripped of his crown of thorns and thorns, and his skin was covered with thorns and thorns, and he was torn to pieces by the devil.",7.555274477269991
1349,गजेनसमभिद्रुत्यवालिपुत्रंमहोदरः जघानोरसिसङ्कृद्धस्तोमरैर्वज्रसन्निभैः,महोदरः गजेन वालिपुत्रम् समभिद्रुत्य सङ्कृद्धः वज्रसन्निभैः तोमरैः उरसि जघान,"And to the son of Gad, and to the son of Zechariah, and to the son of Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah, and to Zechariah,","""My lord, the son of Gad, the son of Welch, the son of Zechariah, the son of Zechariah, the son of Zechariah, the son of Zechariah, the son of Zechariah, the son of Zechariah, the son of Zechariah, the son of Zechariah, the son of Zechariah, the son of Zechariah, the son of Zechariah, the son of Zechariah, the son of Zechariah, the son of Zechariah, the son of Zechariah, the son of Zechariah, the son of Zechariah, the son of Zechariah, the son of Zechariah, the son of Zechariah, the son of Zechariah,",13.662684802042863
1350,जगाम च पुनर्गङ्गा भगीरथरथानुगासागरं चापि सम्प्राप्ता सा सरित्प्रवरा तदा रसातलमुपागच्छत्सिद्ध्यर्थं तस्य कर्मण:,गङ्गा पुन: भगीरथरथानुगा जगाम तदा सा सरित्प्रवरा सागरम् सम्प्राप्ता अपि तस्य कर्मण: सिद्ध्यर्थम् रसातलम् उपागच्छत्,"After he had completed the world and the earth, and the sea, which was filled with fury, and when the sun came up, he saw the depths of the sea.","Once again the sea was shaken, and when it had reached the shore of the Red Sea, it was about to reach the shore, to accomplish what it had done.",6.870475384068053
1351,अयं मेषस्सवृषणश्शक्रो ह्यवृषण: कृत:मेषस्य वृषणौ गृह्य शक्रायाऽशु प्रयच्छथ,अयम् मेष: सवृषण: शक्र: अवृषण: कृत: हि मेषस्य वृषणौ गृह्य आशु शक्राय प्रयच्छथ,"""This is the voice of the lambs, the voice of the lambs, the voice of the lambs, the voice of the lambs, the voice of the lambs, the voice of the lambs, the voice of the lambs, the voice of the lambs, the voice of the lambs, the voice of the lambs, the voice of the lambs, the voice of the lambs, the voice of the lambs, the voice of the lambs, the voice of the lambs, the voice of the lambs, the voice of the lambs, the voice of the lambs, the voice of the lambs.",Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep: Sheep,0.0
1352,ततस्ते मार्गमाणा वै सुग्रीववचनातुराःचरन्ति वसुधां कृत्स्नां वयमन्ये च वानराः,ततः ते वयम् अन्ये वानराः च सुग्रीववचनातुराः मार्गमाणाः कृत्स्नाम् वसुधाम् चरन्ति,"Some of them, along the way, were dealing with the good news of the gospel, and some of us were dealing with snakes.",They grazed us and other wild beasts on the roads to preach the good news of the gospel.,19.427446513842177
1353,सीतातृतीयः काकुत्स्थः परिश्रान्तः सुखोचितःभरद्वाजाश्रमे रम्ये तां रात्रिमवसत्सुखम्,सुखोचितः परिश्रान्तः सीतांतृतीयः काकुत्स्थ: रम्ये भरद्वाजाश्रमे तां रात्रिम् सुखम् अवसत्,The seventh of them was a workaholic. He worked hard and enjoyed his labor. He slept through the night.,"She was a hard worker, a hard worker, a hard worker, a hard worker, a hard worker, a hard worker, a hard worker, a hard worker, a hard worker, a hard worker, a hard worker, a hard worker, a hard worker, a hard worker, a hard worker, a hard worker, a hard worker, a hard worker, a hard worker, a hard worker, and a hard worker.",0.2263189001258306
1354,ततस्सराक्षसोभीमस्सुमित्रानन्दवर्धनम् सावज्ञमेवप्रोवाचवाक्यंमेघौघनिस्स्वनः,ततः भीमः सःराक्षसः मेघौघनिःस्वनः सावज्ञमेव सुमित्रानन्दवर्धनम् वाक्यम् प्रोवाच,They were filled with joy and joy because they knew the words of the prophecy.,"Then the angel said, ""Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice! Rejoice!",0.22747567088910778
1355,समाश्वासय चैनं त्वमङ्गदं दीनचेतसम्मा भूर्बालिशबुद्धिस्त्वं त्वदधीनमिदं पुरम्,त्वम् दीनचेतसम् एनम् अङ्गदम् समाश्वासय त्वम् बालिशबुद्धिः मा भूः इदं पुरम् त्वदधीनम्,Be quick to complete your work with peace of mind and peace of mind.,"Do not be a foolish man, but do what is right in your heart.",2.9236377892525174
1356,एवं विलपमानां तां भरतः प्राञ्जलिस्तदाकौसल्यां प्रत्युवाचेदं शोकैर्बहुभिरावृताम्,तदा भरतः प्राञ्जलिः एवम् विलपमानाम् बहुभिः शोकैः आवृताम् तां कौशल्याम् इदम् प्रत्युवाच,And they filled her with grief and great mourning.,"When the crowd was filled with grief, they came to him with great sadness.",6.061512325492642
1357,ततस्ताभ्यां कुमाराभ्यां वीराभ्यां स हरीश्वरःकिष्किन्धां समुपागम्य वाली युद्धे निपातितः,ततः वीराभ्याम् ताभ्याम् कुमाराभ्याम् किष्किन्धाम् समुपागम्य हरीश्वरः सः वाली युद्धे निपातितः,He fought with the mighty warriors and the mighty warriors. He was defeated in the battle of Armageddon.,"Then the mighty men and their young women gathered together, and the Green God fell to the battle.",6.892964965915207
1358,नैवास्ति दोषो मम नूनमत्र वध्याहमस्याप्रियदर्शनस्यभावं न चास्याहमनुप्रदातु मलं द्विजो मन्त्रमिवाद्विजाय,अत्र मम दोषः नैवास्ति अहम् अप्रियदर्शनस्य अस्य वध्या अस्मि अहम् अस्य भावम् द्विजः अद्विजाय मन्त्रमिव अनुप्रदातुम् न अलम्,"Don't judge me by what I say, or by what I say, or by what I say, or by what I say, or by what I say, or by what I say, or by what I say, or by what I say, or by what I say, or by what I say, or by what I say, or by what I say, or by what I say, or by what I say, or by what I say, or by what I say, or by what I say, or by what I say, or by what I say, or by what I say.",I am guilty of this: I am speaking in a foolish way. I am not trying to persuade anyone.,0.4149556212868568
1359,इष्टबन्धुजनोनित्यंमांचनित्यमनुव्रतः इमामद्यगतोऽवस्थांममानार्यस्यदुर्नयैः,नित्यम् इष्टबन्धुजनः नित्यम् माम् अनुव्रतः अनार्यस्य मम दुर्नयैः अद्य इमाम् अवस्थाम् गतः,"For he has made a great sacrifice to the wicked, and he has made a great sacrifice to the wicked.","I was constantly in chains, and I was constantly in distress because of my troubles, and because of my sufferings, I am now in this condition.",2.657517650945838
1360,स लक्ष्मणं शोकवशाभिपन्नं शोके निमग्नो विपुले तु रामःउवाच वाक्यं व्यसनानुरूपमुष्णं विनिश्श्वस्य रुदंत्सशोकम्,विपुले शोके निमग्नः सः रामः सशोकम् रुदन् शोकवशाभिपन्नम् लक्ष्मणम् उष्णम् विनिश्वस्य व्यसनानुरूपम् वाक्यम् उवाच,"He was filled with grief and great sorrow. Instead, he cried out in tears because of unbelief.",And in the midst of great mourning he wept and wept bitterly.,2.996515740268936
1361,संपृष्टोराजपुत्रेणरामेणाक्लिष्टकर्मणा विभीषणोमहाप्राज्ञःकाकुत्थ्समिदमब्रवीत्,राजपुत्रेण अक्लिष्टकर्मण रामेण संपृष्टः महाप्राज्ञः विभीषणः काकुत्थ्सम् इदम् अब्रवीत्,"And the prince of the rich, and the mighty, and the mighty, and the wicked, and the wicked, and the wicked,","And it came to pass, that the king, the son of Achilles, the great priest, who was named Ramah,",2.4679304466763536
1362,तौमहाग्रहसङ्काशावन्योन्यंसन्निपत्य च सङ्ग्रामेशतधायातौमेदिन्यांचैवपेततुः,सङ्ग्रामे महाग्रहसङ्काशौ तौ अन्योन्यम् सन्निपत्य शतदा यातौ मेदिन्याम् पेततुः,"After the Feast of Unleavened Bread, they stayed together in the synagogue for two days.","In the synagogue there was a great feast of thanksgiving, and they walked about one hundred times.",5.351490979283507
1363,उद्भ्रान्तहृदयश्चापि विवर्णवदनोऽभवत् स धुर्योवैपरिस्पन्दन्युगचक्रान्तरं यथा,सः युगचक्रान्तरम् परिस्पन्दन् धुर्यः यथा उद्भ्रान्तहृदयः विवर्णवदनः चापि अभवत्,"His heart was filled with darkness, and he was like a cloud of smoke.","and he was turned into a hailstorm, like the hail of a broken heart.",11.980914528565991
1364,एषा प्रसन्नसलिला पद्मनीलोत्पलायुता हंसकारण्डवाकीर्णा पम्पा सौगन्धिकान्विता,प्रसन्नसलिला पद्मनीलोत्पलायुता हंसकारण्डवाकीर्णा सौगन्धिकान्विता एषा पम्पा,"It was a joyful joy to see the flames of the flames, and to hear the joy of the rainbow.","This pumpkin is happy and delicious. It is made of palm oil, salted and salted.",2.5828020030551087
1365,लक्ष्मणेन्द्रजितौवीरौमहाबलशरासनौ अन्योन्यंजघ्नतुर्बाणैर्विशिखैर्मीविक्रमौ,वीरौ महाबलशरासनौ भीमविक्रमौ लक्ष्मणेन्द्रजितौ विशिखैः बाणैः अन्योन्यम् जघ्नतुः,"and gold, and silver, and gold, and silver, and gold, and silver, and gold, and silver, and gold, and silver, and gold;",The mighty men and the mighty rulers and those who trembled and trembled were burned at the stake with their spears.,1.4780822562194806
1366,सा हि राज्यमिदं प्राप्य नृपस्याश्वपते स्सुतादुःखितानां सपत्नीनां न करिष्यति शोभनम्,नृपस्य अश्वपतेः सुता सा इदं राज्यम् प्राप्य दुःखितानाम् सपत्नीनाम् शोभनम् न करिष्यति हि,"But when she has received her kingdom, she will not put on the wives of her oppressors, nor will she put on the wives of her oppressors.","And the king's son-in-law, the king's son-in-law, will receive the kingdom, and will not glorify his poor wife.",4.300662553696791
1367,मयातुहितकामेवयशश्चपरिरक्षता स्नेहप्रसन्नमनसाहितमित्यप्रियंकृतम्,हितकामेन यशश्च परिरक्षता स्नेहप्रसन्नमनसा मया हितम् इति अप्रियम् कृतम्,"I am well pleased with you, I am well pleased with you, I am well pleased with you, I am well pleased with you, I am well pleased with you, I am well pleased with you, I am well pleased with you, I am well pleased with you, I am well pleased with you, I am well pleased with you, I am well pleased with you, I am well pleased with you, I am well pleased with you, I am well pleased with you.","I have loved goodness and prosperity, perseverance and love, joy and gladness.",0.5181694950969821
1368,लङ्काया वचनं श्रुत्वा हनुमान् मारुतात्मजःयत्नवान्स हरिश्रेष्ठः स्थितश्शैल इवापरः,मारुतात्मजः हरिश्रेष्ठः सः हनुमान् लङ्कायाः वचनम् श्रुत्वा यत्नवान् अपरः शैलः स्थितः इव,"When they heard the word of the Lamb, they came to Hanun, the man who was trying to kill him.","When he heard the word of the serpent, he looked for it, as if another stone had been set up.",17.855149299161603
1369,सर्वायुधसमायुक्तंतूणीभिश्चस्वलङ्कृतम् रराजगजमास्थायसवितेवास्तमूर्धनि,सर्वायुधसमायुक्तः तूणीभिश्चा स्वलङ्कृतः गजम् आस्थाय अस्तमूर्धनि सवितेव रराज,They have all been killed in battle; they have been stripped of their crowns and put to death.,"He has become a man of war, a man of great violence, a man of great violence, a man of few words, a man of few words, a man of few words, a man of few words.",0.6857769304691761
1370,यदि न प्रत्ययोऽस्मासु विक्रमे तव वानरप्रत्ययं समरे श्लाघ्यमहमुत्पादयामि ते,वानर विक्रमे अस्मासु तव प्रत्ययः न यदि अहम् समरे श्लाघ्यम् प्रत्ययम् ते उत्पादयामि,"But if we do not trust you, I will give you glory in your faithfulness.","We have no confidence in the sale of monkeys. If I boast about them, I will produce them.",7.644665980544015
1371,न द्विजातिरहं राजन्मा भूत्ते मनसो व्यथाशूद्रायामस्मि वैश्येन जातो जनपदाधिप,जनपदाधिप राजन् न अहम् द्विजातिः न ते मनसः व्यथा माभूत् वैश्येन शूद्रायाम् जातः अस्मि,"I am not one of the nations, nor one of the kingdoms, nor one of the kingdoms, nor one of the kingdoms, nor one of the kingdoms, nor one of the kingdoms, nor one of the kingdoms, nor one of the kingdoms, nor one of the kingdoms, nor one of the kingdoms, nor one of the kingdoms, nor one of the kingdoms, nor one of the kingdoms, nor one of the kingdoms, nor one of the kingdoms, nor one of the kingdoms, nor one of the kingdoms, nor one of the kingdoms.","I am not a ruler of the people, I am not a ruler of the people, I am not a tyrant, I am not a tyrant.",1.9961767417214047
1372,न हिप्रतिज्ञांकुर्वन्तिवितथांसत्यवादिनः लक्षणंहिमहत्त्वस्यप्रतिज्ञापरिपालनम्,सत्यवादिनः प्रतिज्ञाम् वितथाम् न कुर्वन्तिहि प्रतिज्ञापरिपालनम् महत्त्वस्य लक्षणंहि,"It is not a sign of false promises, but of the fulfillment of promises.",A man who is sincere is a sign that he is faithful to what he has promised.,5.133162742626526
1373,रजन्यामप्रकाशश्चसन्तापयतिचन्द्रमाः कृष्णरक्तांशुपर्यन्तोयथालोकस्यसंक्ष्ये,लोकस्य संक्ष्येयथा कृष्णरक्तांशुपर्यन्तः अप्रकाशः चन्द्रमाः रजन्याम् सन्तापयति,"The moon will be turned into black blood, and the moon will be turned into darkness.","The moon will be full of darkness, and the moon will be full of darkness.",43.34366012758324
1374,सत्यं च धर्मं च पराक्रमं च भूतानुकम्पां प्रियवादितां चद्विजातिदेवातिधिपूजनं च पन्थानमाहुस्त्रिदिवस्य सन्तः,सत्यं च धर्मं च पराक्रमं च भूतानुकम्पाम् प्रियवादितां च द्विजातिदेवातिथिपूजनं च त्रिदिवस्य पन्थानम् सन्तः आहुः,"the days of truth, righteousness, power, love of evil spirits, worship of false gods,","For three days they were gathered together to worship truth, righteousness, power, and evil spirits, and lovers of demons.",26.221399190608324
1375,स मे हरिश्रेष्ठ सलक्ष्मणं पतिं सयूथपं क्षिप्रमिहोपपादयचिराय रामं प्रति शोककर्शितां कुरुष्व मां वानरमुख्य हर्षिताम्,हरिश्रेष्ठ सः सलक्ष्मणम् सयूथपम् पतिम् क्षिप्रम् इह उपपादय वानरमुख्य रामं प्रति चिराय शोककर्शिताम् माम् हर्षिताम् कुरुष्व,"I was greeted with a greeting, a greeting, a greeting, a greeting, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry, a cry.","When she came to me, I saw her crying and mourning for Ram, the monkey's head.",0.3636483855236668
1376,मम भर्तामहातेजा वयसा पञ्चविंशकः अष्टादश हि वर्षाणि मम जन्मनि गण्यते,महातेजाः मम भर्ता वयसा पञ्चविंशकः मम जन्मनि अष्टादश वर्षाणि गण्यते,My grandmother was fifty-eight years old when I was born.,"My grandmother, my age is fifty-eight years old.",18.36028134946796
1377,यदि पुत्र न जायेथा मम शोकाय राघवन स्म दुःखमतो भूयः पश्येयमहमप्रजाः,पुत्र राघव मम शोकाय न जायेथाः यदि अहम् अप्रजाः अतः भूयः दुःखम् न स्म पश्येयम्,"If my son is not gone, I will be grieved, and the earth will be filled with grief.","Son of Raguv, do not grieve me. If I am unborn, the earth will not grieve.",8.896962872669691
1378,इत्येवं विलपन्रामः परिधावन्वनाद्वनम्क्वचिदुद्भ्रमते वेगात्क्वचिद्विभ्रमते बलात् क्वचिन्मत्त इवाभाति कान्तान्वेषणतत्परः,रामः इत्येवम् विलपन् वनात् वनम् परिधावन् क्वचित् वेगात् उद्भ्रमते क्वचित् बलात् विभ्रमते क्वचित् कान्तान्वेषणतत्परः मत्तः इव आभाति,"For we are driven by temptation, we are driven by temptation, we are driven by temptation, we are driven by temptation, we are driven by temptation.",The ram has gone through the wilderness; he has gone by speed; he has gone by force; he has gone by force; he has come like a wild boar.,1.5396845846758727
1379,यथा नन्दति तेजस्वी सागरो भास्करोदये प्रीतः प्रीतेन मनसा तथाऽनन्दघन स्स्वतः,स्वतः आनन्दघनः तेजस्वी सागरः भास्करोदये यथा नन्दति तथा प्रीतेन मनसा प्रीतः,"Love is like the waves of the sea, like the waves of the sea. Love is like the waves of the sea. Love is like the waves of the sea. Love is like the waves of the sea. Love is like the waves of the sea. Love is like the waves of the sea. Love is like the waves of the sea. Love is like the waves of the sea. Love is like the waves of the sea. Love is like the waves of the sea. Love is like the waves of the sea. Love is like the waves of the sea. Love is like the waves of the sea.","He is like the waves of the sea, like the waves of a raging sea.",9.052529492522284
1380,तं दृष्ट्वा पतितं भूमौ क्षतजार्द्रं जटायुषम् अभ्यधावत वैदेही स्वबन्धुमिव दुःखिता,वैदेही भूमौ पतितम् क्षतजार्द्रम् तं जटायुषम् दृष्ट्वा दुःखिता स्वबन्धुमिव अभ्यधावत,"When he saw her falling to the ground, he fell down on his knees and fell down with grief.","When the stranger saw that the man was lying on the ground and was being bound, he was moved with grief.",10.114058047919903
1381,स तेनसहसैन्येनसन्निकर्षंमहायशाः शीघ्रमागम्यरामायदुःखितोवाक्यमब्रवीत्,महायशाः सः तेन सैन्येनसह शीघ्रम् सन्निकर्षम् आगम्य दुःखितः रामाय वाक्यम् अब्रवीत्,So he went with them and told them a terrible message.,"The king came with his army soon after the year was over, and told them the words of Ramayana.",6.7657746655658375
1382,मनुजेन्द्रार्थरूपेणयदुक्ततुहनूमता तदयुक्तमहंमन्येसागरस्येवशोषणम्,मनुजेन्द्र आर्थरूपेण हनूमता सु यत् उक्त तत् सागरस्य शोषणम् इव अयुक्तम् अहम् मन्ये,"And he said to the man, ""My heart is like the sea, and the waters are like the waters of the sea.",And I thought that the words of Hanukkah were like the sound of the sea.,11.556647985416683
1383,एवं ब्रुवाणं सौमित्रिं रामस्सन्तापमोहितःअब्रवीद्दुष्कृतं सौम्य तां विना यत्त्वमागतः,एवम् ब्रुवाणम् सौमित्रिम् सन्तापमोहितः रामः अब्रवीत् सौम्य यत् त्वम् तां विना आगतः दुष्कृतम् कृतम्,"And the bride and the groom, and the bride and the groom, and the bride and the groom, and the bride and the groom, and the bride and the groom, and the bride and the groom, and the bride and the groom, and the bride and the groom, and the groom and the groom,","""Thou hast done wickedly without her, "" said Abram, her beloved and dearest friend.",0.7567143835953722
1384,मृदुशष्पाङ्कुराहारान्निर्भयान्वनगोचरान्चरतस्सर्वतौऽपश्यन् स्थलीषु हरिणान् स्थितान्,मृदुशष्पाङ्कुराहारान् निर्भयान् वनगोचरान् स्थलीषु सर्वतः चरतः स्थितान् हरिणान् अपश्यन्,"When they saw the birds of prey, they were terrified, and they lay on the ground with their faces covered with grass.",They saw grasshoppers on every side of the field. They were not afraid of the grasshoppers.,2.4499322504239376
1385,स बाणैरतिविद्धाङ्गःक्षतजेनसमुक्षितः रुधिरंपरिसुस्रावगिरिःप्रस्रवणंयथा,बाणैः अतिविद्धाङ्गः क्षतजेन समुक्षितः सः गिरिः प्रस्रवणयथा रुधिरम् परिसुस्राव,"He was a man who had been stabbed in the back of a wounded man's throat, and who had been stabbed in the back of a paralyzed man's throat.","He was wounded by arrows, and his body was covered with blood.",3.7541625264671095
1386,स याच्यमानः काकुत्स्थः स्वाभिः प्रकृतिभिस्तदाकुर्वाणः पितरं सत्यं वनमेवान्वपद्यत,सः काकुत्स्थ: तदा स्वाभिः प्रकृतिभिः याच्यमानः पितरम् सत्यम् कुर्वाणः वनमेव अन्वपद्यत,"When he asked, some of them stood by themselves and told the truth to the Father.","When he heard this, he said, ""Peter, who asked by nature, is the only one who can speak the truth"".",4.512479287941394
1387,अद्यतूत्तमवीर्येण त्वया राम महाबलश्रुतवान् धनुषो भेदं ततोऽहं द्रुतमागत:,महाबल राम अद्य उत्तमवीर्येण त्वया धनुष: भेदम् श्रुतवान् अहम् तत: द्रुतम् आगत:,"For today you have made a great noise, and you have made a great bow. So I hurried and came to you.","Thou art a mighty warrior, thou art a mighty warrior. I have heard the secret, and I have come quickly.",4.3874551379729745
1388,किं जीवितेनेह विना त्वया मेलोकेन वा किं स्वधयाऽमृतेनश्रेयो मुहूर्तं तव सन्निधानं ममेह कृत्स्नादपि जीवलोकात्,त्वया विना मे इह जीवितेन किम् लोकेन स्वधया अमृतेन वा किम् मम इह कृत्स्नात् जीवलोकात् अपि मुहूर्तम् तव सन्निधानम् श्रेयः,"How much more valuable are you to me than to live, or to die, even though you have given me life!",Is it right for me to live and die without you? Is it right for me to live and die without you?,4.449945957170705
1389,नानापताकध्वजशस्त्रजुष्टंप्रासासिशूलायुथवज्रजुष्टम् कस्येदमक्षोभ्यमभीरुजुष्टंमहेन्द्रोपमनागजुष्टम्,नानापताकध्वजशस्त्रजुष्टम् प्रासासिशूलायुथवज्रजुष्टम् अभीरुजुष्टम् महेन्द्रोपमनागजुष्टम् अक्षोभ्यम् इदम् सैन्यम् कस्य,"Then he went to the temple, wearing a garment of fine linen and a pair of scissors.","These are the armies of the Gentiles, dressed in fine linen, clothed in fine linen, clothed in fine linen, clothed in fine linen, clothed in fine linen, clothed in fine linen, clothed in fine linen, clothed in fine linen, clothed in fine linen, clothed in fine linen, clothed in fine linen, clothed in fine linen, clothed in bright linen, clothed in bright linen, clothed in bright linen, clothed in bright linen, clothed in bright linen, clothed in bright linen, clothed in bright linen, clothed in bright linen.",0.049236795485585086
1390,स्वयं कार्याणि यः काले नानुतिष्ठति पार्थिवःस तु वै सह राज्येन तैश्च कार्यैर्विनश्यति,पार्थिवः काले कार्याणि नानुतिष्ठति राज्येन सह तैः कार्यैश्च सह विनश्यति,And he who does not rule in darkness will rule with them in the kingdom.,"The earth will be destroyed along with the works of darkness, and the kingdom will be destroyed along with them.",5.467998969312429
1391,ते गत्वा दूरमध्वानं गतेऽर्धदिवसे तदाजाह्नवीं सरितां श्रेष्ठां ददृशुर्मुनिसेविताम्,ते दूरम् अध्वानम् गत्वा तदा अर्धदिवसे गते मुनिसेविताम् सरिताम् श्रेष्ठाम् जाह्नवीम् ददृशु:,"So they went a day and a half away, and they found the best of them at that time.","On a journey of about a day and a half, they saw a woman standing in a stable.",19.69221590285716
